,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2
7553,2017-1096,32,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0,IANCU-George-28109,25,137, ROMANIA,0.0,0.0, V/15,  D/9
7554,2017-1096,32,OH-Sanguk-36990,22,5, KOREA,0.0,0.0,NUCCIO-Riccardo-21584,27,56, ITALY,1.0,0.0, D/9,  V/15
7555,2017-1096,32,SHIRSHOV-Vasiliy-35115,21,124, RUSSIA,0.0,0.0,MOTORIN-Ilya-22488,27,205, RUSSIA,0.0,0.0, D/8,  V/15
7556,2017-1096,32,CHOU-Tsung_Yu-34681,19,177, CHINESE TAIPEI,0.0,0.0,GU-Bongil-18876,29,2, KOREA,0.0,0.0, D/6,  V/15
7557,2017-1096,16,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0,BARLOY-Edward-20556,28,190, FRANCE,0.0,0.0, V/15,  D/9
7558,2017-1096,16,KOSTENKO-Anatoliy-37867,20,91, RUSSIA,1.0,0.0,STREETS-Kaito-29396,24,72, JAPAN,0.0,0.0, V/15,  D/14
7559,2017-1096,16,ROMANO-Lorenzo-22150,28,259, ITALY,0.0,0.0,KIM-Junho-36999,24,18, KOREA,0.0,0.0, D/11,  V/15
7560,2017-1096,16,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0,TSAP-Yuriy-22832,26,110, UKRAINE,0.0,0.0, V/15,  D/14
7561,2017-1096,16,SOUDERS-Peter-21560,28,206, USA,0.0,0.0,PATRICE-Jean_Philippe-32390,21,125, FRANCE,0.0,0.0, D/7,  V/15
7562,2017-1096,16,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN,0.0,0.0,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0, D/9,  V/15
7563,2017-1096,16,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0,NUCCIO-Riccardo-21584,27,56, ITALY,1.0,0.0, V/15,  D/11
7564,2017-1096,16,MOTORIN-Ilya-22488,27,205, RUSSIA,0.0,0.0,GU-Bongil-18876,29,2, KOREA,0.0,0.0, D/9,  V/15
7565,2017-1096,8,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0,KOSTENKO-Anatoliy-37867,20,91, RUSSIA,1.0,0.0, V/15,  D/13
7566,2017-1096,8,KIM-Junho-36999,24,18, KOREA,0.0,0.0,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0, D/14,  V/15
7567,2017-1096,8,PATRICE-Jean_Philippe-32390,21,125, FRANCE,0.0,0.0,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0, D/8,  V/15
7568,2017-1096,8,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0,GU-Bongil-18876,29,2, KOREA,0.0,0.0, V/15,  D/12
7569,2017-1096,4,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0, D/11,  V/15
7570,2017-1096,4,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0, D/8,  V/15
7571,2017-1096,2,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0, D/6,  V/15
7572,2017-1095,32,ANDREYEVA-Darya-25941,24,77, BELARUS,0.0,0.0,CHADALAVADA_ANANDHA_SUNDHARARAMAN-Bhavani_Devi-20960,25,60, INDIA,0.0,0.0, V/15,  D/9
7573,2017-1095,32,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,MICHEL-Violet-33384,20,192, USA,0.0,0.0, V/15,  D/2
7574,2017-1095,32,SHCHUKLA-Iryna-28351,23,44, TURKEY,0.0,0.0,MIKULIK-Julia-12678,28,182, HUNGARY,0.0,0.0, V/15,  D/9
7575,2017-1095,32,NAVARRIA-Caterina-19917,26,80, ITALY,0.0,0.0,TAKASHIMA-Risa-31865,19,26, JAPAN,0.0,0.0, D/10,  V/15
7576,2017-1095,32,NIKITINA-Olga-37871,20,52, RUSSIA,0.0,0.0,CHAMBERLAIN-Maia-35361,20,185, USA,0.0,0.0, V/15,  D/13
7577,2017-1095,32,QUEROLI-Caroline-33874,20,32, FRANCE,0.0,0.0,FUKUSHIMA-Shihomi-35881,23,35, JAPAN,0.0,0.0, D/11,  V/15
7578,2017-1095,32,GIMALAC-Margaux-32383,21,126, FRANCE,1.0,0.0,POCHEKUTOVA-Tamara-24678,26,59, KAZAKHSTAN,0.0,0.0, V/15,  D/10
7579,2017-1095,32,KEDZIORA-Katarzyna-17168,28,263, POLAND,0.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, D/11,  V/15
7580,2017-1095,32,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,WATOR-Angelika-26116,24,68, POLAND,0.0,0.0, V/15,  D/11
7581,2017-1095,32,ZAHONYI-Petra-32720,21,186, HUNGARY,0.0,0.0,PARK-Daeun-44744,25,166, KOREA,0.0,0.0, D/8,  V/15
7582,2017-1095,32,TAILLANDIER-Charleine-18448,27,105, FRANCE,0.0,0.0,RIFKISS-Margaux-30627,22,50, FRANCE,0.0,0.0, D/7,  V/15
7583,2017-1095,32,YOON-Jisu-27302,25,54, KOREA,0.0,0.0,KOMISARCZYK-Martyna-22462,26,195, POLAND,0.0,0.0, D/14,  V/15
7584,2017-1095,32,SAZANJIAN-Najmeh-29095,22,62, IRAN,0.0,0.0,BAZHENOVA-Anastasia-36390,22,124, RUSSIA,0.0,0.0, D/14,  V/15
7585,2017-1095,32,HWANG-Seona-16438,29,41, KOREA,0.0,0.0,GARGANO-Rebecca-32265,22,90, ITALY,0.0,0.0, V/15,  D/10
7586,2017-1095,32,OBVINTSEVA-Yana-29189,23,144, RUSSIA,0.0,0.0,KASPIAROVICH-Palina-29970,22,119, BELARUS,1.0,0.0, V/15,  D/9
7587,2017-1095,32,LIMBACH-Anna-12054,29,20, GERMANY,0.0,1.0,CIARAGLIA-Sofia-25456,23,65, ITALY,0.0,0.0, D/14,  V/15
7588,2017-1095,16,ANDREYEVA-Darya-25941,24,77, BELARUS,0.0,0.0,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0, D/11,  V/15
7589,2017-1095,16,SHCHUKLA-Iryna-28351,23,44, TURKEY,0.0,0.0,TAKASHIMA-Risa-31865,19,26, JAPAN,0.0,0.0, D/8,  V/15
7590,2017-1095,16,NIKITINA-Olga-37871,20,52, RUSSIA,0.0,0.0,FUKUSHIMA-Shihomi-35881,23,35, JAPAN,0.0,0.0, V/15,  D/8
7591,2017-1095,16,GIMALAC-Margaux-32383,21,126, FRANCE,1.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, D/6,  V/15
7592,2017-1095,16,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,PARK-Daeun-44744,25,166, KOREA,0.0,0.0, V/15,  D/8
7593,2017-1095,16,RIFKISS-Margaux-30627,22,50, FRANCE,0.0,0.0,KOMISARCZYK-Martyna-22462,26,195, POLAND,0.0,0.0, V/15,  D/11
7594,2017-1095,16,BAZHENOVA-Anastasia-36390,22,124, RUSSIA,0.0,0.0,HWANG-Seona-16438,29,41, KOREA,0.0,0.0, D/6,  V/15
7595,2017-1095,16,OBVINTSEVA-Yana-29189,23,144, RUSSIA,0.0,0.0,CIARAGLIA-Sofia-25456,23,65, ITALY,0.0,0.0, D/11,  V/15
7596,2017-1095,8,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,TAKASHIMA-Risa-31865,19,26, JAPAN,0.0,0.0, V/15,  D/6
7597,2017-1095,8,NIKITINA-Olga-37871,20,52, RUSSIA,0.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, D/10,  V/15
7598,2017-1095,8,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,RIFKISS-Margaux-30627,22,50, FRANCE,0.0,0.0, V/15,  D/11
7599,2017-1095,8,HWANG-Seona-16438,29,41, KOREA,0.0,0.0,CIARAGLIA-Sofia-25456,23,65, ITALY,0.0,0.0, V/15,  D/5
7600,2017-1095,4,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, V/15,  D/8
7601,2017-1095,4,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,HWANG-Seona-16438,29,41, KOREA,0.0,0.0, D/13,  V/15
7602,2017-1095,2,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,HWANG-Seona-16438,29,41, KOREA,0.0,0.0, V/15,  D/12
7603,2017-1094,32,SAITO-Toshiya-30489,21,24, JAPAN,0.0,1.0,SERRI-Cedrik-20897,27,91, SLOVAKIA,0.0,1.0, V/15,  D/10
7604,2017-1094,32,SHIKINE-Takahiro-31919,21,49, JAPAN,0.0,1.0,MARQUES-Henrique-30936,22,58, BRAZIL,1.0,1.0, V/15,  D/8
7605,2017-1094,32,PAROLI-Alessandro-17583,29,144, ITALY,0.0,1.0,CHASTANET-Maximilien-30390,22,126, FRANCE,0.0,1.0, V/15,  D/12
7606,2017-1094,32,NEMETH-Andras-28211,23,127, HUNGARY,0.0,1.0,LUPERI-Edoardo-21621,25,33, ITALY,1.0,1.0, D/7,  V/15
7607,2017-1094,32,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE,1.0,1.0,CEGIELSKI-Bartosz-30042,23,217, POLAND,0.0,1.0, V/15,  D/9
7608,2017-1094,32,TOFALIDES-Alex-22256,25,36, CYPRUS,1.0,1.0,AKHMETOV-Iskander-35108,22,82, RUSSIA,0.0,1.0, V/15,  D/13
7609,2017-1094,32,SIROTKIN-Alexander-38622,21,75, RUSSIA,0.0,1.0,LEE-Kwanghyun-25142,25,20, KOREA,0.0,1.0, V/15,  D/9
7610,2017-1094,32,SEMENYUK-Grigoriy-37875,20,129, RUSSIA,1.0,1.0,DOSA-Daniel-29031,22,53, HUNGARY,1.0,1.0, V/15,  D/8
7611,2017-1094,32,HA-Taegyu-18861,29,18, KOREA,1.0,1.0,KHAMZIN-Askar-31961,24,101, RUSSIA,0.0,1.0, V/15,  D/12
7612,2017-1094,32,CHOI-Hyunsoo-42594,22,315, KOREA,0.0,1.0,LEE-Younghoon-35199,21,9999999, KOREA,1.0,1.0, V/15,  D/8
7613,2017-1094,32,CHOI-Chun_Yin_Ryan-31438,21,65, HONG KONG,1.0,1.0,HERTSYK-Rostyslav-17622,29,83, UKRAINE,1.0,1.0, D/11,  V/15
7614,2017-1094,32,NOGUCHI-Ryohei-28714,22,264, JAPAN,0.0,1.0,BIANCHI-Guillaume-32275,21,32, ITALY,0.0,1.0, V/15,  D/11
7615,2017-1094,32,PAUTY-Maxime-25513,25,21, FRANCE,0.0,1.0,DE_GREEF-Stef-35143,21,134, BELGIUM,1.0,1.0, V/15,  D/10
7616,2017-1094,32,HADLER-David-28809,22,709, CHINESE TAIPEI,0.0,1.0,MATSUYAMA-Kyosuke-29076,22,35, JAPAN,1.0,1.0, D/6,  V/15
7617,2017-1094,32,YUNES-Klod-15353,29,74, UKRAINE,0.0,1.0,PETTINATO-Mateo-30348,22,9999999, ARGENTINA,0.0,1.0, V/15,  D/8
7618,2017-1094,32,WU-Junhao-41568,24,9999999, CHINA,0.0,1.0,TRANI-Francesco-18369,27,61, ITALY,0.0,1.0, D/2,  V/15
7619,2017-1094,16,SAITO-Toshiya-30489,21,24, JAPAN,0.0,1.0,SHIKINE-Takahiro-31919,21,49, JAPAN,0.0,1.0, V/15,  D/14
7620,2017-1094,16,PAROLI-Alessandro-17583,29,144, ITALY,0.0,1.0,LUPERI-Edoardo-21621,25,33, ITALY,1.0,1.0, V/15,  D/11
7621,2017-1094,16,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE,1.0,1.0,TOFALIDES-Alex-22256,25,36, CYPRUS,1.0,1.0, V/15,  D/14
7622,2017-1094,16,SIROTKIN-Alexander-38622,21,75, RUSSIA,0.0,1.0,SEMENYUK-Grigoriy-37875,20,129, RUSSIA,1.0,1.0, V/15,  D/8
7623,2017-1094,16,HA-Taegyu-18861,29,18, KOREA,1.0,1.0,CHOI-Hyunsoo-42594,22,315, KOREA,0.0,1.0, D/14,  V/15
7624,2017-1094,16,HERTSYK-Rostyslav-17622,29,83, UKRAINE,1.0,1.0,NOGUCHI-Ryohei-28714,22,264, JAPAN,0.0,1.0, V/15,  D/6
7625,2017-1094,16,PAUTY-Maxime-25513,25,21, FRANCE,0.0,1.0,MATSUYAMA-Kyosuke-29076,22,35, JAPAN,1.0,1.0, D/13,  V/15
7626,2017-1094,16,YUNES-Klod-15353,29,74, UKRAINE,0.0,1.0,TRANI-Francesco-18369,27,61, ITALY,0.0,1.0, V/15,  D/14
7627,2017-1094,8,SAITO-Toshiya-30489,21,24, JAPAN,0.0,1.0,PAROLI-Alessandro-17583,29,144, ITALY,0.0,1.0, D/10,  V/15
7628,2017-1094,8,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE,1.0,1.0,SIROTKIN-Alexander-38622,21,75, RUSSIA,0.0,1.0, V/15,  D/10
7629,2017-1094,8,CHOI-Hyunsoo-42594,22,315, KOREA,0.0,1.0,HERTSYK-Rostyslav-17622,29,83, UKRAINE,1.0,1.0, D/5,  V/15
7630,2017-1094,8,MATSUYAMA-Kyosuke-29076,22,35, JAPAN,1.0,1.0,YUNES-Klod-15353,29,74, UKRAINE,0.0,1.0, V/15,  D/9
7631,2017-1094,4,PAROLI-Alessandro-17583,29,144, ITALY,0.0,1.0,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE,1.0,1.0, D/13,  V/15
7632,2017-1094,4,HERTSYK-Rostyslav-17622,29,83, UKRAINE,1.0,1.0,MATSUYAMA-Kyosuke-29076,22,35, JAPAN,1.0,1.0, D/6,  V/15
7633,2017-1094,2,CHUCHUKALO-Dmytro-28541,23,93, UKRAINE,1.0,1.0,MATSUYAMA-Kyosuke-29076,22,35, JAPAN,1.0,1.0, V/15,  D/14
7634,2017-1096,32,METRYKA-Karol-33383,21,175, USA,1.0,0.0,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0, D/13,  V/15
7635,2017-1096,32,NATANZON-Benjamin-32636,21,54, USA,0.0,0.0,BARLOY-Edward-20556,28,190, FRANCE,0.0,0.0, D/7,  V/15
7636,2017-1096,32,KOSTENKO-Anatoliy-37867,20,91, RUSSIA,1.0,0.0,SENEGAS-Remi-28801,24,140, FRANCE,0.0,0.0, V/15,  D/9
7637,2017-1096,32,ANNIC-Edern-28759,23,134, FRANCE,0.0,0.0,STREETS-Kaito-29396,24,72, JAPAN,0.0,0.0, D/14,  V/15
7638,2017-1096,32,ROMANO-Lorenzo-22150,28,259, ITALY,0.0,0.0,BURNEV-Lyuboslav-24275,24,192, BULGARIA,0.0,0.0, V/15,  D/7
7639,2017-1096,32,KIM-Junho-36999,24,18, KOREA,0.0,0.0,LOW-Ho_Tin-18728,26,86, HONG KONG,0.0,0.0, V/15,  D/8
7640,2017-1096,32,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0,GRZEGOREK-Mikolaj-28293,24,143, POLAND,0.0,0.0, V/15,  D/8
7641,2017-1096,32,TSAP-Yuriy-22832,26,110, UKRAINE,0.0,0.0,PAKDAMAN-Ali-22252,28,13, IRAN,0.0,0.0, V/15,  D/12
7642,2017-1096,32,CAVALIERE-Dario-32262,21,43, ITALY,0.0,0.0,SOUDERS-Peter-21560,28,206, USA,0.0,0.0, D/14,  V/15
7643,2017-1096,32,PATRICE-Jean_Philippe-32390,21,125, FRANCE,0.0,0.0,GLADKOV-Andrey-38820,21,598, RUSSIA,1.0,0.0, V/14,  D/13
7644,2017-1096,32,PECH-Miklos-32711,22,131, HUNGARY,1.0,0.0,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN,0.0,0.0, D/11,  V/15
7645,2017-1096,32,PUY-Sebestyen-17966,27,269, HUNGARY,0.0,0.0,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0, D/9,  V/15
7646,2017-1096,32,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0,IANCU-George-28109,25,137, ROMANIA,0.0,0.0, V/15,  D/9
7647,2017-1096,32,OH-Sanguk-36990,22,5, KOREA,0.0,0.0,NUCCIO-Riccardo-21584,27,56, ITALY,1.0,0.0, D/9,  V/15
7648,2017-1096,32,SHIRSHOV-Vasiliy-35115,21,124, RUSSIA,0.0,0.0,MOTORIN-Ilya-22488,27,205, RUSSIA,0.0,0.0, D/8,  V/15
7649,2017-1096,32,CHOU-Tsung_Yu-34681,19,177, CHINESE TAIPEI,0.0,0.0,GU-Bongil-18876,29,2, KOREA,0.0,0.0, D/6,  V/15
7650,2017-1096,16,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0,BARLOY-Edward-20556,28,190, FRANCE,0.0,0.0, V/15,  D/9
7651,2017-1096,16,KOSTENKO-Anatoliy-37867,20,91, RUSSIA,1.0,0.0,STREETS-Kaito-29396,24,72, JAPAN,0.0,0.0, V/15,  D/14
7652,2017-1096,16,ROMANO-Lorenzo-22150,28,259, ITALY,0.0,0.0,KIM-Junho-36999,24,18, KOREA,0.0,0.0, D/11,  V/15
7653,2017-1096,16,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0,TSAP-Yuriy-22832,26,110, UKRAINE,0.0,0.0, V/15,  D/14
7654,2017-1096,16,SOUDERS-Peter-21560,28,206, USA,0.0,0.0,PATRICE-Jean_Philippe-32390,21,125, FRANCE,0.0,0.0, D/7,  V/15
7655,2017-1096,16,BAHER_ARESBARAN-Farzad-22599,25,98, IRAN,0.0,0.0,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0, D/9,  V/15
7656,2017-1096,16,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0,NUCCIO-Riccardo-21584,27,56, ITALY,1.0,0.0, V/15,  D/11
7657,2017-1096,16,MOTORIN-Ilya-22488,27,205, RUSSIA,0.0,0.0,GU-Bongil-18876,29,2, KOREA,0.0,0.0, D/9,  V/15
7658,2017-1096,8,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0,KOSTENKO-Anatoliy-37867,20,91, RUSSIA,1.0,0.0, V/15,  D/13
7659,2017-1096,8,KIM-Junho-36999,24,18, KOREA,0.0,0.0,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0, D/14,  V/15
7660,2017-1096,8,PATRICE-Jean_Philippe-32390,21,125, FRANCE,0.0,0.0,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0, D/8,  V/15
7661,2017-1096,8,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0,GU-Bongil-18876,29,2, KOREA,0.0,0.0, V/15,  D/12
7662,2017-1096,4,FOTOUHI-Mohammad-18673,28,128, IRAN,0.0,0.0,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0, D/11,  V/15
7663,2017-1096,4,RAHBARI-Mohammad-26708,27,69, IRAN,0.0,0.0,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0, D/8,  V/15
7664,2017-1096,2,YILDIRIM-Enver-26872,23,55, TURKEY,0.0,0.0,SZATMARI-Andras-22449,25,8, HUNGARY,0.0,0.0, D/6,  V/15
7665,2017-1095,32,ANDREYEVA-Darya-25941,24,77, BELARUS,0.0,0.0,CHADALAVADA_ANANDHA_SUNDHARARAMAN-Bhavani_Devi-20960,25,60, INDIA,0.0,0.0, V/15,  D/9
7666,2017-1095,32,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,MICHEL-Violet-33384,20,192, USA,0.0,0.0, V/15,  D/2
7667,2017-1095,32,SHCHUKLA-Iryna-28351,23,44, TURKEY,0.0,0.0,MIKULIK-Julia-12678,28,182, HUNGARY,0.0,0.0, V/15,  D/9
7668,2017-1095,32,NAVARRIA-Caterina-19917,26,80, ITALY,0.0,0.0,TAKASHIMA-Risa-31865,19,26, JAPAN,0.0,0.0, D/10,  V/15
7669,2017-1095,32,NIKITINA-Olga-37871,20,52, RUSSIA,0.0,0.0,CHAMBERLAIN-Maia-35361,20,185, USA,0.0,0.0, V/15,  D/13
7670,2017-1095,32,QUEROLI-Caroline-33874,20,32, FRANCE,0.0,0.0,FUKUSHIMA-Shihomi-35881,23,35, JAPAN,0.0,0.0, D/11,  V/15
7671,2017-1095,32,GIMALAC-Margaux-32383,21,126, FRANCE,1.0,0.0,POCHEKUTOVA-Tamara-24678,26,59, KAZAKHSTAN,0.0,0.0, V/15,  D/10
7672,2017-1095,32,KEDZIORA-Katarzyna-17168,28,263, POLAND,0.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, D/11,  V/15
7673,2017-1095,32,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,WATOR-Angelika-26116,24,68, POLAND,0.0,0.0, V/15,  D/11
7674,2017-1095,32,ZAHONYI-Petra-32720,21,186, HUNGARY,0.0,0.0,PARK-Daeun-44744,25,166, KOREA,0.0,0.0, D/8,  V/15
7675,2017-1095,32,TAILLANDIER-Charleine-18448,27,105, FRANCE,0.0,0.0,RIFKISS-Margaux-30627,22,50, FRANCE,0.0,0.0, D/7,  V/15
7676,2017-1095,32,YOON-Jisu-27302,25,54, KOREA,0.0,0.0,KOMISARCZYK-Martyna-22462,26,195, POLAND,0.0,0.0, D/14,  V/15
7677,2017-1095,32,SAZANJIAN-Najmeh-29095,22,62, IRAN,0.0,0.0,BAZHENOVA-Anastasia-36390,22,124, RUSSIA,0.0,0.0, D/14,  V/15
7678,2017-1095,32,HWANG-Seona-16438,29,41, KOREA,0.0,0.0,GARGANO-Rebecca-32265,22,90, ITALY,0.0,0.0, V/15,  D/10
7679,2017-1095,32,OBVINTSEVA-Yana-29189,23,144, RUSSIA,0.0,0.0,KASPIAROVICH-Palina-29970,22,119, BELARUS,1.0,0.0, V/15,  D/9
7680,2017-1095,32,LIMBACH-Anna-12054,29,20, GERMANY,0.0,1.0,CIARAGLIA-Sofia-25456,23,65, ITALY,0.0,0.0, D/14,  V/15
7681,2017-1095,16,ANDREYEVA-Darya-25941,24,77, BELARUS,0.0,0.0,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0, D/11,  V/15
7682,2017-1095,16,SHCHUKLA-Iryna-28351,23,44, TURKEY,0.0,0.0,TAKASHIMA-Risa-31865,19,26, JAPAN,0.0,0.0, D/8,  V/15
7683,2017-1095,16,NIKITINA-Olga-37871,20,52, RUSSIA,0.0,0.0,FUKUSHIMA-Shihomi-35881,23,35, JAPAN,0.0,0.0, V/15,  D/8
7684,2017-1095,16,GIMALAC-Margaux-32383,21,126, FRANCE,1.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, D/6,  V/15
7685,2017-1095,16,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,PARK-Daeun-44744,25,166, KOREA,0.0,0.0, V/15,  D/8
7686,2017-1095,16,RIFKISS-Margaux-30627,22,50, FRANCE,0.0,0.0,KOMISARCZYK-Martyna-22462,26,195, POLAND,0.0,0.0, V/15,  D/11
7687,2017-1095,16,BAZHENOVA-Anastasia-36390,22,124, RUSSIA,0.0,0.0,HWANG-Seona-16438,29,41, KOREA,0.0,0.0, D/6,  V/15
7688,2017-1095,16,OBVINTSEVA-Yana-29189,23,144, RUSSIA,0.0,0.0,CIARAGLIA-Sofia-25456,23,65, ITALY,0.0,0.0, D/11,  V/15
7689,2017-1095,8,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,TAKASHIMA-Risa-31865,19,26, JAPAN,0.0,0.0, V/15,  D/6
7690,2017-1095,8,NIKITINA-Olga-37871,20,52, RUSSIA,0.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, D/10,  V/15
7691,2017-1095,8,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,RIFKISS-Margaux-30627,22,50, FRANCE,0.0,0.0, V/15,  D/11
7692,2017-1095,8,HWANG-Seona-16438,29,41, KOREA,0.0,0.0,CIARAGLIA-Sofia-25456,23,65, ITALY,0.0,0.0, V/15,  D/5
7693,2017-1095,4,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,EMURA-Misaki-32026,20,37, JAPAN,0.0,0.0, V/15,  D/8
7694,2017-1095,4,MORMILE-Chiara-26677,23,76, ITALY,1.0,0.0,HWANG-Seona-16438,29,41, KOREA,0.0,0.0, D/13,  V/15
7695,2017-1095,2,MARTON-Anna-26354,23,3, HUNGARY,0.0,0.0,HWANG-Seona-16438,29,41, KOREA,0.0,0.0, V/15,  D/12
7696,2017-245,32,Anna-MARTON-26354,23,3, HUNGARY,0.0,0.0,Shihomi-FUKUSHIMA-35881,23,35, JAPAN,0.0,0.0, D/8,  V/15
7697,2017-245,32,Ann_Sophie-KINDLER-24486,22,84, GERMANY,1.0,0.0,Malgorzata-KOZACZUK-10286,30,38, POLAND,1.0,0.0, V/15,  D/14
7698,2017-245,32,Azza-BESBES-15847,28,33, TUNISIA,0.0,0.0,Yuliia-BAKASTOVA-33006,22,70, UKRAINE,1.0,0.0, V/15,  D/13
7699,2017-245,32,Jisu-YOON-27302,25,54, KOREA,0.0,0.0,Loreta-GULOTTA-9786,31,48, ITALY,0.0,0.0, V/15,  D/14
7700,2017-245,32,Charlotte-LEMBACH-13452,30,17, FRANCE,0.0,0.0,Sara-BALZER-29003,23,127, FRANCE,1.0,0.0, D/14,  V/15
7701,2017-245,32,Valeriya-BOLSHAKOVA-29188,23,129, RUSSIA,1.0,0.0,Irene-VECCHI-12507,29,23, ITALY,0.0,0.0, D/6,  V/15
7702,2017-245,32,Karen_Ngai_Hing-CHANG-30887,22,67, HONG KONG,0.0,0.0,Anna-LIMBACH-12054,29,20, GERMANY,0.0,1.0, D/11,  V/15
7703,2017-245,32,Liza-PUSZTAI-39147,17,16, HUNGARY,0.0,0.0,Manon-BRUNET-30542,22,11, FRANCE,0.0,0.0, D/12,  V/15
7704,2017-245,32,Jiyeon-KIM-18881,30,8, KOREA,1.0,0.0,Misaki-EMURA-32026,20,37, JAPAN,0.0,0.0, D/8,  V/15
7705,2017-245,32,Dagmara-WOZNIAK-9199,30,9, USA,1.0,0.0,Sofia-POZDNIAKOVA-31161,21,7, RUSSIA,0.0,0.0, D/14,  V/15
7706,2017-245,32,Martina-CRISCIO-26008,24,15, ITALY,1.0,0.0,Alejandra_Jhonay-BENITEZ_ROMERO-8745,38,46, VENEZUELA,0.0,0.0, D/14,  V/15
7707,2017-245,32,Seona-HWANG-16438,29,41, KOREA,0.0,0.0,Cecilia-BERDER-15536,29,4, FRANCE,0.0,0.0, D/11,  V/15
7708,2017-245,32,Rossella-GREGORIO-15098,28,12, ITALY,1.0,0.0,Marta-PUDA-17204,28,31, POLAND,0.0,0.0, V/15,  D/9
7709,2017-245,32,Bogna-JOZWIAK-5379,35,240, POLAND,0.0,0.0,Olga-KHARLAN-13715,28,1, UKRAINE,0.0,0.0, D/9,  V/15
7710,2017-245,32,Norika-TAMURA-22363,27,36, JAPAN,0.0,0.0,Monica-AKSAMIT-17057,28,45, USA,0.0,0.0, V/15,  D/11
7711,2017-245,32,Lucia-MARTIN_PORTUGUES-10145,28,34, SPAIN,0.0,0.0,Yana-EGORIAN-25208,25,6, RUSSIA,1.0,0.0, V/15,  D/13
7712,2017-245,16,Shihomi-FUKUSHIMA-35881,23,35, JAPAN,0.0,0.0,Ann_Sophie-KINDLER-24486,22,84, GERMANY,1.0,0.0, V/15,  D/12
