,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON,RESULT_C1,RESULT_C2,WINNER
178,2019-553,32,Anni-VORNANEN-43036,27,416, FINLAND, Right, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée , D/4,  V/15,1
179,2019-553,32,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Anna-VUORINEN-34282,20,420, FINLAND, Right, Epée , V/15,  D/7,0
180,2019-553,32,Thale-HILLE_DAHL-29774,24,362, NORWAY, Left, Epée ,Jelena-MALUKA-5112,42,287, LATVIA, Right, Epée , V/15,  D/8,0
181,2019-553,32,Vikte-AZUKAITE-31104,22,172, LITHUANIA, Right, Epée ,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée , D/7,  V/15,1
182,2019-553,32,Sonja-LOFGREN-38861,19,399, SWEDEN, Right, Epée ,Elvira-MARTENSSON-32689,19,165, SWEDEN, Left, Epée , D/12,  V/15,1
183,2019-553,32,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Eevi-BENGS-19871,28,430, FINLAND, Left, Epée , V/15,  D/3,0
184,2019-553,32,Sarah_Schremmer-LARSEN-41951,20,407, DENMARK, Right, Epée ,Karoliine-LOIT-34454,18,349, ESTONIA, Right, Epée , D/9,  V/15,1
185,2019-553,32,Nina-HYVONEN-25963,42,384, FINLAND, Right, Epée ,Paulina-BAJORUNAITE-24440,25,250, LITHUANIA, Right, Epée , D/13,  V/15,1
186,2019-553,32,Ilona-SYVALA-30387,22,274, FINLAND, Right, Epée ,Ivana-SIMIC-36561,30,375, SOUTH AFRICA, Right, Epée , V/15,  D/6,0
187,2019-553,32,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée ,Irina-ASCHEHOUG-2607,33,210, NORWAY, Right, Epée , V/15,  D/6,0
188,2019-553,32,Carmen_Lii-TARGAMAA-37516,17,371, ESTONIA, Right, Epée ,Alessandra_Valeri-AICARDI_GONZALEZ-35412,22,209, PANAMA, Right, Epée , V/15,  D/14,0
189,2019-553,32,Sandra-SKOBLOV-39227,17,354, ESTONIA, Left, Epée ,Selma-MUSTONEN-30517,22,403, FINLAND, Right, Epée , V/13,  D/11,0
190,2019-553,32,Emelie-MUMM-26800,23,137, SWEDEN, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée , D/11,  V/15,1
191,2019-553,16,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,Madina-AZIZOVA-32545,22,321, ESTONIA, Right, Epée , V/15,  D/4,0
192,2019-553,16,Nelli-DIFFERT-19933,28,126, ESTONIA, Right, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée , D/9,  V/15,1
193,2019-553,16,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Thale-HILLE_DAHL-29774,24,362, NORWAY, Left, Epée , V/15,  D/5,0
194,2019-553,16,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée ,Elvira-MARTENSSON-32689,19,165, SWEDEN, Left, Epée , V/15,  D/13,0
195,2019-553,16,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Karoliine-LOIT-34454,18,349, ESTONIA, Right, Epée , V/15,  D/11,0
196,2019-553,16,Paulina-BAJORUNAITE-24440,25,250, LITHUANIA, Right, Epée ,Ilona-SYVALA-30387,22,274, FINLAND, Right, Epée , D/14,  V/15,1
197,2019-553,16,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée ,Carmen_Lii-TARGAMAA-37516,17,371, ESTONIA, Right, Epée , V/15,  D/13,0
198,2019-553,16,Sandra-SKOBLOV-39227,17,354, ESTONIA, Left, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée , D/1,  V/15,1
199,2019-553,8,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée ,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée , D/6,  V/15,1
200,2019-553,8,Katrina-LEHIS-24108,24,9, ESTONIA, Left, Epée ,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée , D/8,  V/15,1
201,2019-553,8,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Ilona-SYVALA-30387,22,274, FINLAND, Right, Epée , V/15,  D/8,0
202,2019-553,8,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée , D/9,  V/15,1
203,2019-553,4,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée , V/15,  D/8,0
204,2019-553,4,Kristina-KUUSK-2611,33,25, ESTONIA, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée , D/11,  V/15,1
205,2019-553,2,Julia-BELJAJEVA-20450,26,28, ESTONIA, Right, Epée ,Irina-EMBRICH-9370,38,68, ESTONIA, Left, Epée , V/14,  D/13,0
206,2019-484,16,Marta-PUDA-17204,28,31, POLAND, Right, Sabre ,Yu_Ting-SU-48418,25,302, CHINESE TAIPEI, Right, Sabre , V/15,  D/2,0
207,2019-484,16,Emily-RUAUX-23375,23,285, GREAT BRITAIN, Right, Sabre ,Sydney-HIRSCH-41489,17,231, USA, Right, Sabre , D/13,  V/15,1
208,2019-484,16,Araceli-NAVARRO-7739,29,24, SPAIN, Right, Sabre ,Maria-CHART-34121,20,260, GREAT BRITAIN, Right, Sabre , V/15,  D/7,0
209,2019-484,16,Madison-THURGOOD-33491,20,291, CANADA, Right, Sabre ,Fabiangela-RUIDO-30788,22,259, VENEZUELA, Right, Sabre , D/11,  V/15,1
210,2019-484,16,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN, Right, Sabre ,Danielle-EINCHCOMB-37002,27,293, GREAT BRITAIN, Right, Sabre , V/15,  D/1,0
211,2019-484,16,Kate-DAYKIN-30579,22,286, GREAT BRITAIN, Right, Sabre ,Francesca-RUSSO-23253,23,121, USA, Right, Sabre , D/7,  V/15,1
212,2019-484,16,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN, Right, Sabre ,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre , D/9,  V/15,1
213,2019-484,16,Shreya-ANIL-32842,20,297, GREAT BRITAIN, Right, Sabre ,Marissa-PONICH-26433,31,100, CANADA, Right, Sabre , D/5,  V/15,1
214,2019-484,8,Marta-PUDA-17204,28,31, POLAND, Right, Sabre ,Sydney-HIRSCH-41489,17,231, USA, Right, Sabre , V/15,  D/7,0
215,2019-484,8,Araceli-NAVARRO-7739,29,24, SPAIN, Right, Sabre ,Fabiangela-RUIDO-30788,22,259, VENEZUELA, Right, Sabre , V/15,  D/9,0
216,2019-484,8,Aliya-ITZKOWITZ-28107,24,135, GREAT BRITAIN, Right, Sabre ,Francesca-RUSSO-23253,23,121, USA, Right, Sabre , D/9,  V/15,1
217,2019-484,8,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre ,Marissa-PONICH-26433,31,100, CANADA, Right, Sabre , V/15,  D/14,0
218,2019-484,4,Marta-PUDA-17204,28,31, POLAND, Right, Sabre ,Araceli-NAVARRO-7739,29,24, SPAIN, Right, Sabre , V/15,  D/14,0
219,2019-484,4,Francesca-RUSSO-23253,23,121, USA, Right, Sabre ,Bhavani_Devi-CHADALAVADA_ANANDHA_SUNDHARARAMAN-20960,25,60, INDIA, Right, Sabre , V/15,  D/10,0
220,2019-484,2,Marta-PUDA-17204,28,31, POLAND, Right, Sabre ,Francesca-RUSSO-23253,23,121, USA, Right, Sabre , D/13,  V/15,1
221,2019-796,32,Josef-MAHRINGER-32473,21,118, AUSTRIA, Left, Epée ,Vaino-PAAVOLAINEN-38937,19,557, FINLAND, Right, Epée , V/15,  D/6,0
222,2019-796,32,Akseli-HEINAMAA-42076,16,535, FINLAND, Right, Epée ,Henrik-JARL-23744,26,477, SWEDEN, Left, Epée , D/13,  V/15,1
223,2019-796,32,Carl_Henrik-WENDT-11122,54,510, SWEDEN, Right, Epée ,Julius-JUTILA-39352,17,475, FINLAND, Left, Epée , D/4,  V/5,1
224,2019-796,32,Harun-MIHRIOGLU-33895,23,365, TURKEY, Right, Epée ,Oskar-KILJANDER-33856,19,514, FINLAND, Left, Epée , V/15,  D/3,0
225,2019-796,32,Joonas-SAVELAINEN-35789,19,588, FINLAND, Right, Epée ,Ruslan-ESKOV-31849,20,303, ESTONIA, Left, Epée , D/7,  V/15,1
226,2019-796,32,Johannes_Kristian-OLSEN-31456,21,490, DENMARK, Right, Epée ,Arnas-SALOKAS-36639,20,491, LITHUANIA, Right, Epée , D/11,  V/15,1
227,2019-796,32,Kasper-ULMANEN-45346,18,545, SWEDEN, Left, Epée ,Christian_Schack-LINNEMANN-29817,21,316, DENMARK, Left, Epée , D/9,  V/15,1
228,2019-796,32,Erik-NILSSON-30499,22,413, SWEDEN, Left, Epée ,Kenneth-KNUDSEN-29797,21,304, DENMARK, Right, Epée , D/7,  V/15,1
229,2019-796,32,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN, Right, Epée ,Jian_Miguel-BAUTISTA-47141,17,507, PHILIPPINES, Left, Epée , V/15,  D/4,0
230,2019-796,32,Juri-SALM-2636,34,122, ESTONIA, Right, Epée ,Jaakko-PAAVOLAINEN-32009,22,143, FINLAND, Right, Epée , V/15,  D/13,0
231,2019-796,32,Filipp-DJATSUK-40048,19,582, ESTONIA, Right, Epée ,Topias-TAURIAINEN-33493,19,258, FINLAND, Right, Epée , D/13,  V/14,1
232,2019-796,32,Sten-PRIINITS-9367,31,76, ESTONIA, Right, Epée ,Tor-FORSSE-6194,46,524, SWEDEN, Right, Epée , V/15,  D/11,0
233,2019-796,32,Matthew-COX-43048,36,481, USA, Right, Epée ,Niko-VUORINEN-19507,29,50, FINLAND, Left, Epée , D/11,  V/15,1
234,2019-796,16,Josef-MAHRINGER-32473,21,118, AUSTRIA, Left, Epée ,Henrik-JARL-23744,26,477, SWEDEN, Left, Epée , V/15,  D/5,0
235,2019-796,16,Julius-JUTILA-39352,17,475, FINLAND, Left, Epée ,Harun-MIHRIOGLU-33895,23,365, TURKEY, Right, Epée , D/13,  V/15,1
236,2019-796,16,Ruslan-ESKOV-31849,20,303, ESTONIA, Left, Epée ,Gunnar-GRASBECK-21978,25,467, FINLAND, Right, Epée , V/9,  D/7,0
237,2019-796,16,Arnas-SALOKAS-36639,20,491, LITHUANIA, Right, Epée ,Christian_Schack-LINNEMANN-29817,21,316, DENMARK, Left, Epée , D/12,  V/15,1
238,2019-796,16,Kenneth-KNUDSEN-29797,21,304, DENMARK, Right, Epée ,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN, Right, Epée , D/13,  V/15,1
239,2019-796,16,Juri-SALM-2636,34,122, ESTONIA, Right, Epée ,Topias-TAURIAINEN-33493,19,258, FINLAND, Right, Epée , V/15,  D/6,0
240,2019-796,16,Sten-PRIINITS-9367,31,76, ESTONIA, Right, Epée ,Niko-VUORINEN-19507,29,50, FINLAND, Left, Epée , D/10,  V/15,1
241,2019-796,8,Josef-MAHRINGER-32473,21,118, AUSTRIA, Left, Epée ,Harun-MIHRIOGLU-33895,23,365, TURKEY, Right, Epée , V/15,  D/7,0
242,2019-796,8,Christian_Schack-LINNEMANN-29817,21,316, DENMARK, Left, Epée ,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN, Right, Epée , D/11,  V/15,1
243,2019-796,8,Juri-SALM-2636,34,122, ESTONIA, Right, Epée ,Niko-VUORINEN-19507,29,50, FINLAND, Left, Epée , D/14,  V/15,1
244,2019-796,4,Linus-ISLAS_FLYGARE-30796,21,159, SWEDEN, Right, Epée ,Niko-VUORINEN-19507,29,50, FINLAND, Left, Epée , D/6,  V/15,1
245,2019-1280,32,Davide-FILIPPI-34446,20,151, ITALY, Right, Foil ,Matthew-BILLING-17097,29,384, GREAT BRITAIN, Left, Foil , V/15,  D/7,0
246,2019-1280,32,Yat_Long-LEE-35446,18,277, HONG KONG, Left, Foil ,Pietro-VELLUTI_FRANZI-36128,19,404, ITALY, Right, Foil , V/15,  D/14,0
247,2019-1280,32,Glen-OSTACCHINI-21712,26,284, GREAT BRITAIN, Right, Foil ,Malte-WESTESSON-42519,17,380, SWEDEN, Right, Foil , D/14,  V/15,1
248,2019-1280,32,Maximilian-ETTELT-26869,23,278, AUSTRIA, Right, Foil ,Riki-OISHI-23771,24,145, JAPAN, Right, Foil , D/12,  V/15,1
249,2019-1280,32,Alexander-TSORONIS-20601,25,124, DENMARK, Right, Foil ,Cedrik-SERRI-20897,27,91, SLOVAKIA, Right, Foil , V/15,  D/12,0
250,2019-1280,32,Tom-CRNJAK-35839,20,442, BELGIUM, Right, Foil ,Husayn-ROSOWSKY-14698,27,276, GREAT BRITAIN, Right, Foil , D/13,  V/15,1
251,2019-1280,32,Olivier-SPLIT-39470,19,398, NETHERLANDS, Right, Foil ,Thomas_Lerche-BERG-32349,22,57, DENMARK, Right, Foil , D/3,  V/15,1
252,2019-1280,32,Emil_Ulrik-ANDERSEN-8195,31,205, DENMARK, Right, Foil ,Petar-FILES-30087,21,90, CROATIA, Right, Foil , D/11,  V/15,1
253,2019-1280,32,Jacob_Brandt-LANG-34542,18,376, DENMARK, Right, Foil ,Stef-VAN_CAMPENHOUT-37860,20,107, BELGIUM, Left, Foil , V/15,  D/8,0
254,2019-1280,32,Daniel-GIACON-38932,18,103, NETHERLANDS, Right, Foil ,Stef-DE_GREEF-35143,21,134, BELGIUM, Left, Foil , V/15,  D/8,0
255,2019-1280,32,Leonardo-USICCO-48223,18,424, ITALY, Right, Foil ,Ryo-MIYAKE-4817,28,64, JAPAN, Left, Foil , D/8,  V/15,1
256,2019-1280,32,Tobias-REICHETZER-26867,24,206, AUSTRIA, Right, Foil ,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE, Right, Foil , D/12,  V/15,1
257,2019-1280,32,Sebastian-PERSSON-39309,20,204, SWEDEN, Right, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil , D/2,  V/15,1
258,2019-1280,32,Seishiro-FUNAMOTO-24407,25,389, JAPAN, Right, Foil ,Tommaso-CHIAPPELLI-38984,19,371, ITALY, Right, Foil , D/13,  V/15,1
259,2019-1280,32,Quincy-DUALEH-42025,17,431, NETHERLANDS, Right, Foil ,Harry-BIRD-34833,20,281, GREAT BRITAIN, Right, Foil , D/10,  V/15,1
260,2019-1280,16,Davide-FILIPPI-34446,20,151, ITALY, Right, Foil ,Yat_Long-LEE-35446,18,277, HONG KONG, Left, Foil , V/15,  D/6,0
261,2019-1280,16,Malte-WESTESSON-42519,17,380, SWEDEN, Right, Foil ,Maxim-VALEUR-40773,18,291, DENMARK, Right, Foil , D/14,  V/15,1
262,2019-1280,16,Riki-OISHI-23771,24,145, JAPAN, Right, Foil ,Alexander-TSORONIS-20601,25,124, DENMARK, Right, Foil , D/14,  V/15,1
263,2019-1280,16,Husayn-ROSOWSKY-14698,27,276, GREAT BRITAIN, Right, Foil ,Thomas_Lerche-BERG-32349,22,57, DENMARK, Right, Foil , D/7,  V/15,1
264,2019-1280,16,Petar-FILES-30087,21,90, CROATIA, Right, Foil ,Jacob_Brandt-LANG-34542,18,376, DENMARK, Right, Foil , V/15,  D/10,0
265,2019-1280,16,Daniel-GIACON-38932,18,103, NETHERLANDS, Right, Foil ,Ryo-MIYAKE-4817,28,64, JAPAN, Left, Foil , D/11,  V/15,1
266,2019-1280,16,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE, Right, Foil ,Martino-MINUTO-12216,30,31, TURKEY, Right, Foil , V/15,  D/14,0
267,2019-1280,16,Tommaso-CHIAPPELLI-38984,19,371, ITALY, Right, Foil ,Harry-BIRD-34833,20,281, GREAT BRITAIN, Right, Foil , D/13,  V/15,1
268,2019-1280,8,Davide-FILIPPI-34446,20,151, ITALY, Right, Foil ,Maxim-VALEUR-40773,18,291, DENMARK, Right, Foil , V/15,  D/6,0
269,2019-1280,8,Alexander-TSORONIS-20601,25,124, DENMARK, Right, Foil ,Thomas_Lerche-BERG-32349,22,57, DENMARK, Right, Foil , V/15,  D/11,0
270,2019-1280,8,Petar-FILES-30087,21,90, CROATIA, Right, Foil ,Ryo-MIYAKE-4817,28,64, JAPAN, Left, Foil , D/8,  V/15,1
271,2019-1280,8,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE, Right, Foil ,Harry-BIRD-34833,20,281, GREAT BRITAIN, Right, Foil , V/15,  D/11,0
272,2019-1280,4,Davide-FILIPPI-34446,20,151, ITALY, Right, Foil ,Alexander-TSORONIS-20601,25,124, DENMARK, Right, Foil , V/15,  D/13,0
273,2019-1280,4,Ryo-MIYAKE-4817,28,64, JAPAN, Left, Foil ,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE, Right, Foil , D/10,  V/15,1
274,2019-1280,2,Davide-FILIPPI-34446,20,151, ITALY, Right, Foil ,Jean_Paul-TONY_HELISSEY-16371,28,102, FRANCE, Right, Foil , V/15,  D/12,0
275,2019-1219,32,Angel-MARIN-40454,19,382, MEXICO, Right, Foil ,Carlos_Daniel-LOPEZ-44912,17,395, MEXICO, Right, Foil , V/15,  D/13,0
276,2019-1219,32,Philip-SHIN-38635,22,270, USA, Right, Foil ,Juan_Carlos-DELGADO_LLAMAS-37619,18,403, MEXICO, Left, Foil , V/15,  D/10,0
277,2019-1219,32,Octavio-MARTINEZ_RAMIREZ-32592,23,386, MEXICO, Right, Foil ,Juan_Sebastian-UNDA-37273,22,115, MEXICO, Right, Foil , V/15,  D/6,0
278,2019-1219,32,Jose_Alberto-PELLETIER-27261,25,378, MEXICO, Right, Foil ,Fernando-ARIZA-48369,18,399, MEXICO, Right, Foil , V/15,  D/6,0
279,2019-1219,16,Eoin-GRONNINGSATER-38896,20,218, IRELAND, Left, Foil ,Angel-MARIN-40454,19,382, MEXICO, Right, Foil , V/15,  D/2,0
280,2019-1219,16,Augusto_Antonio-SERVELLO-32232,19,106, ARGENTINA, Left, Foil ,Jesus-BELTRAN-26644,24,163, MEXICO, Left, Foil , V/15,  D/6,0
281,2019-1219,16,Vitalijs-KUCEBA-33022,21,128, LATVIA, Left, Foil ,Kevin-KATAYAMA-46350,18,372, USA, Left, Foil , V/15,  D/8,0
282,2019-1219,16,Philip-SHIN-38635,22,270, USA, Right, Foil ,Luis-LOPEZ-27569,26,199, GUATEMALA, Right, Foil , D/14,  V/15,1
283,2019-1219,16,Bernard-KUNZ_MALAGAMBA-37616,17,301, MEXICO, Right, Foil ,Octavio-MARTINEZ_RAMIREZ-32592,23,386, MEXICO, Right, Foil , V/15,  D/10,0
284,2019-1219,16,Luis-MOYA-48344,16,370, MEXICO, Right, Foil ,Daniel-GOMEZ-20652,28,207, MEXICO, Right, Foil , D/2,  V/15,1
285,2019-1219,16,Ethan-GASSNER-44984,17,181, USA, Left, Foil ,Samuel-GRUBER-43021,18,368, USA, Left, Foil , V/15,  D/11,0
286,2019-1219,16,Jose_Alberto-PELLETIER-27261,25,378, MEXICO, Right, Foil ,Diego-CERVANTES-42177,17,198, MEXICO, Right, Foil , D/9,  V/15,1
287,2019-1219,8,Eoin-GRONNINGSATER-38896,20,218, IRELAND, Left, Foil ,Augusto_Antonio-SERVELLO-32232,19,106, ARGENTINA, Left, Foil , V/15,  D/14,0
288,2019-1219,8,Vitalijs-KUCEBA-33022,21,128, LATVIA, Left, Foil ,Luis-LOPEZ-27569,26,199, GUATEMALA, Right, Foil , V/15,  D/3,0
289,2019-1219,8,Bernard-KUNZ_MALAGAMBA-37616,17,301, MEXICO, Right, Foil ,Daniel-GOMEZ-20652,28,207, MEXICO, Right, Foil , D/6,  V/15,1
290,2019-1219,8,Ethan-GASSNER-44984,17,181, USA, Left, Foil ,Diego-CERVANTES-42177,17,198, MEXICO, Right, Foil , V/15,  D/13,0
291,2019-1219,4,Eoin-GRONNINGSATER-38896,20,218, IRELAND, Left, Foil ,Vitalijs-KUCEBA-33022,21,128, LATVIA, Left, Foil , V/15,  D/11,0
292,2019-1219,4,Daniel-GOMEZ-20652,28,207, MEXICO, Right, Foil ,Ethan-GASSNER-44984,17,181, USA, Left, Foil , A/0,  V/0,1
293,2019-1219,2,Eoin-GRONNINGSATER-38896,20,218, IRELAND, Left, Foil ,Ethan-GASSNER-44984,17,181, USA, Left, Foil , D/12,  V/15,1
294,2019-554,32,Federico-VISMARA-32919,21,47, ITALY, Right, Epée ,Georg-KUHN-22346,26,263, SWITZERLAND, Right, Epée , V/15,  D/8,0
295,2019-554,32,Nicolas-REDING-20471,29,598, SWITZERLAND, Right, Epée ,Giorgio-GUERRIERO-48312,17,497, ITALY, Right, Epée , D/14,  V/15,1
296,2019-554,32,James-ODGERS-39623,20,512, GREAT BRITAIN, Right, Epée ,Fabian-KAUTER-6022,33,225, SWITZERLAND, Right, Epée , D/9,  V/15,1
297,2019-554,32,Matteo-TAGLIARIOL-4701,36,227, ITALY, Right, Epée ,Andras-PETERDI-9648,30,110, HUNGARY, Right, Epée , D/12,  V/13,1
298,2019-554,32,Kenneth-KNUDSEN-29797,21,304, DENMARK, Right, Epée ,Eugenio-TRADARDI-35819,21,493, ITALY, Right, Epée , D/11,  V/13,1
299,2019-554,32,Gergely-SIKLOSI-30081,21,165, HUNGARY, Right, Epée ,Julien-ROBERT-42062,22,519, FRANCE, Right, Epée , V/15,  D/8,0
300,2019-554,32,Luca-SPONGA-22345,27,412, SWITZERLAND, Right, Epée ,Enrico-GAROZZO-15163,29,32, ITALY, Right, Epée , D/10,  V/15,1
301,2019-554,32,Bruce-BRUNOLD-23698,26,139, SWITZERLAND, Left, Epée ,Clement-METRAILLER-33651,21,310, SWITZERLAND, Right, Epée , D/12,  V/15,1
302,2019-554,32,Peter-SOMFAI-4212,38,126, HUNGARY, Right, Epée ,Lorenzo-BUZZI-26539,24,152, ITALY, Right, Epée , V/15,  D/4,0
303,2019-554,32,Andrea-VALLOSIO-24053,26,182, ITALY, Right, Epée ,Giacomo-PAOLINI-39079,20,417, ITALY, Right, Epée , V/15,  D/12,0
304,2019-554,32,Charles_Eric-OSWALD-33675,22,370, SWITZERLAND, Right, Epée ,Frederik-WEBER-31929,21,383, SWITZERLAND, Right, Epée , V/15,  D/6,0
305,2019-554,32,Niklas-MULTERER-15735,30,174, GERMANY, Right, Epée ,Gabriel-BONFERRONI-36876,20,508, SWITZERLAND, Right, Epée , V/15,  D/6,0
306,2019-554,32,Alexandre-PITTET-30549,23,75, SWITZERLAND, Left, Epée ,Max-ROD-21745,25,171, PORTUGAL, Left, Epée , V/15,  D/13,0
307,2019-554,32,Key-MATHIS-32399,21,543, SWITZERLAND, Right, Epée ,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée , D/7,  V/15,1
308,2019-554,32,Bernardo-DELARUE_BIZZINI-28133,25,371, BRAZIL, Right, Epée ,Fabian-BROGER-38922,21,418, SWITZERLAND, Right, Epée , V/15,  D/11,0
309,2019-554,32,Lucas-MALCOTTI-28000,24,115, SWITZERLAND, Right, Epée ,Michele-NIGGELER-23747,26,141, SWITZERLAND, Right, Epée , D/14,  V/15,1
310,2019-554,16,Federico-VISMARA-32919,21,47, ITALY, Right, Epée ,Giorgio-GUERRIERO-48312,17,497, ITALY, Right, Epée , V/15,  D/11,0
311,2019-554,16,Fabian-KAUTER-6022,33,225, SWITZERLAND, Right, Epée ,Andras-PETERDI-9648,30,110, HUNGARY, Right, Epée , V/15,  D/6,0
312,2019-554,16,Eugenio-TRADARDI-35819,21,493, ITALY, Right, Epée ,Gergely-SIKLOSI-30081,21,165, HUNGARY, Right, Epée , D/9,  V/15,1
313,2019-554,16,Enrico-GAROZZO-15163,29,32, ITALY, Right, Epée ,Clement-METRAILLER-33651,21,310, SWITZERLAND, Right, Epée , D/11,  V/15,1
314,2019-554,16,Peter-SOMFAI-4212,38,126, HUNGARY, Right, Epée ,Andrea-VALLOSIO-24053,26,182, ITALY, Right, Epée , V/15,  D/13,0
315,2019-554,16,Charles_Eric-OSWALD-33675,22,370, SWITZERLAND, Right, Epée ,Niklas-MULTERER-15735,30,174, GERMANY, Right, Epée , D/12,  V/13,1
316,2019-554,16,Alexandre-PITTET-30549,23,75, SWITZERLAND, Left, Epée ,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée , D/14,  V/15,1
317,2019-554,16,Bernardo-DELARUE_BIZZINI-28133,25,371, BRAZIL, Right, Epée ,Michele-NIGGELER-23747,26,141, SWITZERLAND, Right, Epée , D/9,  V/15,1
318,2019-554,8,Federico-VISMARA-32919,21,47, ITALY, Right, Epée ,Fabian-KAUTER-6022,33,225, SWITZERLAND, Right, Epée , V/15,  D/9,0
319,2019-554,8,Gergely-SIKLOSI-30081,21,165, HUNGARY, Right, Epée ,Clement-METRAILLER-33651,21,310, SWITZERLAND, Right, Epée , D/14,  V/15,1
320,2019-554,8,Peter-SOMFAI-4212,38,126, HUNGARY, Right, Epée ,Niklas-MULTERER-15735,30,174, GERMANY, Right, Epée , V/15,  D/8,0
321,2019-554,8,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée ,Michele-NIGGELER-23747,26,141, SWITZERLAND, Right, Epée , V/15,  D/10,0
322,2019-554,4,Federico-VISMARA-32919,21,47, ITALY, Right, Epée ,Clement-METRAILLER-33651,21,310, SWITZERLAND, Right, Epée , V/15,  D/14,0
323,2019-554,4,Peter-SOMFAI-4212,38,126, HUNGARY, Right, Epée ,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée , D/7,  V/15,1
324,2019-554,2,Federico-VISMARA-32919,21,47, ITALY, Right, Epée ,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée , V/15,  D/12,0
325,2019-485,32,Giulia-ARPINO-39129,19,229, ITALY, Right, Sabre ,Alexandra-DAVIS-40362,21,336, GREAT BRITAIN, Right, Sabre , V/15,  D/8,0
326,2019-485,32,Anna_Lena-BUERKERT-34049,19,295, GERMANY, Right, Sabre ,Alexandra-GEVAERT-30152,22,277, BELGIUM, Right, Sabre , V/15,  D/5,0
327,2019-485,32,Lisa-GETTE-36729,18,94, GERMANY, Right, Sabre ,Marleen-BUITENHUIS-40877,18,321, NETHERLANDS, Left, Sabre , V/15,  D/10,0
328,2019-485,32,Paula-SINGER-45278,18,321, GERMANY, Right, Sabre ,Liska-DERKUM-39450,20,288, GERMANY, Right, Sabre , D/12,  V/15,1
329,2019-485,32,Marietta-MEKA-39494,19,303, GERMANY, Right, Sabre ,Katharina-PETER-36727,19,264, GERMANY, Right, Sabre , D/7,  V/15,1
330,2019-485,32,Sarah_Jane-HAMPSON-30625,22,230, GREAT BRITAIN, Right, Sabre ,Emily-RUAUX-23375,23,285, GREAT BRITAIN, Right, Sabre , V/15,  D/14,0
331,2019-485,32,Helen-FAIRHEAD-18417,38,311, GREAT BRITAIN, Right, Sabre ,Lisa-RUETGERS-45764,18,299, GERMANY, Right, Sabre , D/8,  V/15,1
332,2019-485,32,Saartje-CORTEYN-36705,18,331, BELGIUM, Right, Sabre ,Araceli-NAVARRO-7739,29,24, SPAIN, Right, Sabre , D/13,  V/15,1
333,2019-485,32,Chiara-MORMILE-26677,23,76, ITALY, Left, Sabre ,Floriane-AELVOET-45599,18,333, BELGIUM, Right, Sabre , V/15,  D/3,0
334,2019-485,32,Flavia-BONANNI-40693,18,318, ITALY, Right, Sabre ,Marta-BAEZA_CENTURION-18626,26,131, BRAZIL, Right, Sabre , D/12,  V/15,1
