,,ID,TABLEU,C1_ID,C1_AGE,C1_RANKING,C1_NATIONALITY,C1_HANDNESS,C1_WEAPON,C2_ID,C2_AGE,C2_RANKING,C2_NATIONALITY,C2_HANDNESS,C2_WEAPON
19155,2016-173,32,Jeanne-CHRISTOU-3925,38, None, GREECE, Right, Epée ,Begum-ATAKER-28141,22, None, TURKEY, Left, Epée , V/15
19156,2016-173,32,Joanna-EICHLER-34882,37, None, POLAND, Right, Epée ,Leslie_Ann-GERVAIS-16847,41, 343, CANADA, Right, Epée , D/14
19157,2016-173,32,Rania_Herlina-RAHARDJA-27143,25, 100, SINGAPORE, Left, Epée ,Romana-CARAN-8326,39, None, SERBIA, Left, Epée , D/9
19158,2016-173,32,Emese-TAKACS-8996,40, None, BRAZIL, Right, Epée ,Jovana-ZIVANOVIC-30656,20, 223, SERBIA, Right, Epée , V/15
19159,2016-173,32,Lindsay-BOTTOMS-25367,38, None, GREAT BRITAIN, Right, Epée ,Avital-MARINUK-20699,26, None, ISRAEL, Right, Epée , D/5
19160,2016-173,32,Toncica-TOPIC-19633,26, None, CROATIA, Right, Epée ,Jana-GRIJAK-32993,19, 257, SERBIA, Left, Epée , V/15
19161,2016-173,32,Sabina-ECOBICI-38979,20, 443, ROMANIA, Right, Epée ,Sanne-GARS-13701,29, None, SWEDEN, Right, Epée , V/15
19162,2016-173,32,Ayaka-SHIMOOKAWA-24476,30, 33, JAPAN, Left, Epée ,Aybuke-OZTURKMEN-29336,22, 746, TURKEY, Right, Epée , V/15
19163,2016-173,32,Raluca_Cristina-SBARCIA-17455,29, 88, ROMANIA, Right, Epée ,Aleksandra-ZAMACHOWSKA-29878,23, 50, POLAND, Right, Epée , D/14
19164,2016-173,32,Kinka-BARVESTAD-6174,32, None, SWEDEN, Right, Epée ,Alexandra-IONICA_CARSTEA-28108,25, None, ROMANIA, Right, Epée , V/13
19165,2016-173,32,Marta-GRIJAK-33886,18, 295, SERBIA, Right, Epée ,Nickol-TAL-22013,24, 219, ISRAEL, Right, Epée , D/6
19166,2016-173,32,Katarina-HUNCAROVA-28010,23, None, SLOVAKIA, Left, Epée ,Joanna-HALLS-148,45, None, AUSTRALIA, Left, Foil , D/7
19167,2016-173,32,Ana-SEL-28036,21, 357, SERBIA, Right, Epée ,Leonora-MACKINNON-23238,24, 57, CANADA, Right, Epée , D/11
19168,2016-173,32,Paula-JUKIC-31295,20, 256, CROATIA, Right, Epée ,Renata-KNAPIK_MIAZGA-13503,30, 32, POLAND, Left, Epée , D/10
19169,2016-173,16,Emma-SAMUELSSON-9708,30, None, SWEDEN, Left, Epée ,Jeanne-CHRISTOU-3925,38, None, GREECE, Right, Epée , D/11
19170,2016-173,16,Leslie_Ann-GERVAIS-16847,41, 343, CANADA, Right, Epée ,Romana-CARAN-8326,39, None, SERBIA, Left, Epée , D/10
19171,2016-173,16,Emese-TAKACS-8996,40, None, BRAZIL, Right, Epée ,Avital-MARINUK-20699,26, None, ISRAEL, Right, Epée , V/13
19172,2016-173,16,Toncica-TOPIC-19633,26, None, CROATIA, Right, Epée ,Sabina-ECOBICI-38979,20, 443, ROMANIA, Right, Epée , V/15
19173,2016-173,16,Ayaka-SHIMOOKAWA-24476,30, 33, JAPAN, Left, Epée ,Aleksandra-ZAMACHOWSKA-29878,23, 50, POLAND, Right, Epée , D/14
19174,2016-173,16,Kinka-BARVESTAD-6174,32, None, SWEDEN, Right, Epée ,Nickol-TAL-22013,24, 219, ISRAEL, Right, Epée , V/15
19175,2016-173,16,Dagmar-CIPAROVA-11731,29, None, SLOVAKIA, Right, Epée ,Joanna-HALLS-148,45, None, AUSTRALIA, Left, Foil , D/10
19176,2016-173,16,Leonora-MACKINNON-23238,24, 57, CANADA, Right, Epée ,Renata-KNAPIK_MIAZGA-13503,30, 32, POLAND, Left, Epée , V/15
19177,2016-173,8,Jeanne-CHRISTOU-3925,38, None, GREECE, Right, Epée ,Romana-CARAN-8326,39, None, SERBIA, Left, Epée , D/10
19178,2016-173,8,Emese-TAKACS-8996,40, None, BRAZIL, Right, Epée ,Toncica-TOPIC-19633,26, None, CROATIA, Right, Epée , D/14
19179,2016-173,8,Aleksandra-ZAMACHOWSKA-29878,23, 50, POLAND, Right, Epée ,Kinka-BARVESTAD-6174,32, None, SWEDEN, Right, Epée , D/10
19180,2016-173,8,Joanna-HALLS-148,45, None, AUSTRALIA, Left, Foil ,Leonora-MACKINNON-23238,24, 57, CANADA, Right, Epée , V/15
19181,2016-173,4,Romana-CARAN-8326,39, None, SERBIA, Left, Epée ,Toncica-TOPIC-19633,26, None, CROATIA, Right, Epée , V/15
19182,2016-173,4,Kinka-BARVESTAD-6174,32, None, SWEDEN, Right, Epée ,Joanna-HALLS-148,45, None, AUSTRALIA, Left, Foil , D/13
19183,2016-173,2,Romana-CARAN-8326,39, None, SERBIA, Left, Epée ,Joanna-HALLS-148,45, None, AUSTRALIA, Left, Foil , V/15
19184,2016-421,32,Yoichiro-MANSEI-32911,22, None, JAPAN, Right, Sabre ,Sebastian-BAHENA-35979,19, None, MEXICO, Right, Sabre , D/13
19185,2016-421,32,Moises-CARRILLO_RAMIREZ-30701,20, None, MEXICO, Right, Sabre ,Camilo_Alfonso-MOSQUERA_BELTRAN-34440,19, 514, COLOMBIA, Right, Sabre , V/15
19186,2016-421,32,Tomohiro-YOKOO-36124,22, None, JAPAN, Right, Sabre ,Shota-SHIMADA-30874,21, None, JAPAN, Right, Sabre , D/7
19187,2016-421,32,Kenji-KANEKO-38971,22, None, JAPAN, Left, Sabre ,Brandon-ROMO-39052,18, 169, MEXICO, Right, Sabre , D/12
19188,2016-421,32,Fernando-ROMERO-35978,20, None, MEXICO, Right, Sabre ,Ramon-GONZALEZ-36060,19, None, MEXICO, Right, Sabre , V/15
19189,2016-421,32,Shohta-MORIKAWA-38968,22, None, JAPAN, Right, Sabre ,Josue-MORALES-39043,21, 516, MEXICO, Right, Sabre , D/8
19190,2016-421,32,Yuki-OSANAI-38969,22, None, JAPAN, Right, Sabre ,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre , D/7
19191,2016-421,32,Antonio-COVARRUBIAS-36061,20, 511, MEXICO, Right, Sabre ,Josip-BRAJDIC-32600,22, 324, CROATIA, Right, Sabre , D/14
19192,2016-421,32,Emiliano_Eli-AGUILAR_SALAZAR-36147,19, 500, MEXICO, Right, Sabre ,Kosei-KAWASHIMA-38967,22, None, JAPAN, Right, Sabre , V/15
19193,2016-421,32,Kakuya-YAMAKITA-33964,21, None, JAPAN, Right, Sabre ,Hector-RODRIGUEZ-32505,21, None, PUERTO RICO, Right, Sabre , V/15
19194,2016-421,32,Cesar-MACIAS-39051,18, None, MEXICO, Right, Sabre ,Mario_Daniel-FANG_VALBUENA-34870,20, 500, COLOMBIA, Right, Sabre , D/4
19195,2016-421,32,Juan_Antonio-GONZALEZ_HERMOSILLO-36123,19, None, MEXICO, Right, Sabre ,Jose_M-GONZALEZ_DALMASY-29443,22, None, PUERTO RICO, Left, Sabre , D/11
19196,2016-421,16,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre ,Sebastian-BAHENA-35979,19, None, MEXICO, Right, Sabre , V/15
19197,2016-421,16,Moises-CARRILLO_RAMIREZ-30701,20, None, MEXICO, Right, Sabre ,Shota-SHIMADA-30874,21, None, JAPAN, Right, Sabre , D/10
19198,2016-421,16,Brandon-ROMO-39052,18, 169, MEXICO, Right, Sabre ,Fernando-ROMERO-35978,20, None, MEXICO, Right, Sabre , V/15
19199,2016-421,16,Josue-MORALES-39043,21, 516, MEXICO, Right, Sabre ,Javier_Alejandro-HERNANDEZ_FLORES-32593,21, 511, MEXICO, Right, Sabre , D/8
19200,2016-421,16,Hector-FLORENCIA-31176,22, None, MEXICO, Right, Sabre ,Pablo-TROCHEZ-31017,20, 155, COLOMBIA, Right, Sabre , V/15
19201,2016-421,16,Josip-BRAJDIC-32600,22, 324, CROATIA, Right, Sabre ,Emiliano_Eli-AGUILAR_SALAZAR-36147,19, 500, MEXICO, Right, Sabre , V/15
19202,2016-421,16,Kakuya-YAMAKITA-33964,21, None, JAPAN, Right, Sabre ,Mario_Daniel-FANG_VALBUENA-34870,20, 500, COLOMBIA, Right, Sabre , V/15
19203,2016-421,16,Jose_M-GONZALEZ_DALMASY-29443,22, None, PUERTO RICO, Left, Sabre ,Adrian-ACUNA_RAMIREZ-30634,22, 104, MEXICO, Right, Sabre , D/11
19204,2016-421,8,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre ,Shota-SHIMADA-30874,21, None, JAPAN, Right, Sabre , V/15
19205,2016-421,8,Brandon-ROMO-39052,18, 169, MEXICO, Right, Sabre ,Javier_Alejandro-HERNANDEZ_FLORES-32593,21, 511, MEXICO, Right, Sabre , V/15
19206,2016-421,8,Hector-FLORENCIA-31176,22, None, MEXICO, Right, Sabre ,Josip-BRAJDIC-32600,22, 324, CROATIA, Right, Sabre , V/15
19207,2016-421,8,Kakuya-YAMAKITA-33964,21, None, JAPAN, Right, Sabre ,Adrian-ACUNA_RAMIREZ-30634,22, 104, MEXICO, Right, Sabre , D/6
19208,2016-421,4,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre ,Brandon-ROMO-39052,18, 169, MEXICO, Right, Sabre , V/15
19209,2016-421,4,Hector-FLORENCIA-31176,22, None, MEXICO, Right, Sabre ,Adrian-ACUNA_RAMIREZ-30634,22, 104, MEXICO, Right, Sabre , D/14
19210,2016-421,2,Stefano_Ivan-LUCCHETTI-29223,21, 53, ARGENTINA, Right, Sabre ,Adrian-ACUNA_RAMIREZ-30634,22, 104, MEXICO, Right, Sabre , D/12
19211,2016-164,32,Alberto-PELLEGRINI-11021,30, 82, ITALY, Right, Sabre ,Ali-PAKDAMAN-22252,28, 13, IRAN, Right, Sabre , D/13
19212,2016-164,32,Sanguk-OH-36990,22, 5, KOREA, Right, Sabre ,Yingming-XU-29257,26, 30, CHINA, Right, Sabre , V/15
19213,2016-164,32,Nicolas-LIMBACH-1754,33, None, GERMANY, Right, Sabre ,Beka-BAZADZE-20632,29, 59, GEORGIA, Right, Sabre , V/15
19214,2016-164,32,Aliaksandr-BUIKEVICH-1803,34, None, BELARUS, Left, Sabre ,Max-HARTUNG-12611,29, 9, GERMANY, Right, Sabre , V/15
19215,2016-164,32,Daryl-HOMER-14997,28, 16, USA, Right, Sabre ,Dmytro-RASKOSOV-23469,25, None, UKRAINE, Right, Sabre , V/15
19216,2016-164,32,Nicolas-ROUSSET-13391,30, 133, FRANCE, Right, Sabre ,Luca-CURATOLI-24460,24, 7, ITALY, Left, Sabre , D/11
19217,2016-164,32,Vincent-ANSTETT-2693,36, 17, FRANCE, Right, Sabre ,Leonardo-AFFEDE-26007,24, 194, ITALY, Left, Sabre , V/15
19218,2016-164,32,Nikolasz-ILIASZ-17179,27, 73, HUNGARY, Left, Sabre ,Alexey-YAKIMENKO-5861,35, None, RUSSIA, Left, Sabre , D/6
19219,2016-164,32,Aron-SZILAGYI-13741,28, 4, HUNGARY, Right, Sabre ,Mojtaba-ABEDINI-4276,34, 20, IRAN, Right, Sabre , D/12
19220,2016-164,32,Benedikt-WAGNER-15182,28, 19, GERMANY, Right, Sabre ,Ilya-MOTORIN-22488,27, 205, RUSSIA, Right, Sabre , V/15
19221,2016-164,32,Diego-OCCHIUZZI-4603,37, 509, ITALY, Right, Sabre ,Riccardo-NUCCIO-21584,27, 56, ITALY, Left, Sabre , V/15
19222,2016-164,32,Bolade-APITHY-9733,33, 10, FRANCE, Right, Sabre ,Tiberiu-DOLNICEANU-13643,30, 27, ROMANIA, Right, Sabre , D/9
19223,2016-164,32,Kamil-IBRAGIMOV-24920,25, 6, RUSSIA, Right, Sabre ,Andriy-YAGODKA-13709,30, 28, UKRAINE, Right, Sabre , D/13
19224,2016-164,32,Andrew-MACKIEWICZ-29627,23, 33, USA, Left, Sabre ,Aldo-MONTANO-4586,40, 29, ITALY, Right, Sabre , D/13
19225,2016-164,32,Nikolay-KOVALEV-5800,32, None, RUSSIA, Right, Sabre ,Boris-SAVICH-18832,28, None, RUSSIA, Right, Sabre , V/15
19226,2016-164,32,Mohamed-AMER-31118,21, 34, EGYPT, Right, Sabre ,Bongil-GU-18876,29, 2, KOREA, Right, Sabre , D/11
19227,2016-164,16,Ali-PAKDAMAN-22252,28, 13, IRAN, Right, Sabre ,Sanguk-OH-36990,22, 5, KOREA, Right, Sabre , V/15
19228,2016-164,16,Nicolas-LIMBACH-1754,33, None, GERMANY, Right, Sabre ,Aliaksandr-BUIKEVICH-1803,34, None, BELARUS, Left, Sabre , V/15
19229,2016-164,16,Daryl-HOMER-14997,28, 16, USA, Right, Sabre ,Luca-CURATOLI-24460,24, 7, ITALY, Left, Sabre , V/15
19230,2016-164,16,Vincent-ANSTETT-2693,36, 17, FRANCE, Right, Sabre ,Alexey-YAKIMENKO-5861,35, None, RUSSIA, Left, Sabre , D/9
19231,2016-164,16,Mojtaba-ABEDINI-4276,34, 20, IRAN, Right, Sabre ,Benedikt-WAGNER-15182,28, 19, GERMANY, Right, Sabre , V/15
19232,2016-164,16,Diego-OCCHIUZZI-4603,37, 509, ITALY, Right, Sabre ,Tiberiu-DOLNICEANU-13643,30, 27, ROMANIA, Right, Sabre , D/10
19233,2016-164,16,Andriy-YAGODKA-13709,30, 28, UKRAINE, Right, Sabre ,Aldo-MONTANO-4586,40, 29, ITALY, Right, Sabre , V/15
19234,2016-164,16,Nikolay-KOVALEV-5800,32, None, RUSSIA, Right, Sabre ,Bongil-GU-18876,29, 2, KOREA, Right, Sabre , V/15
19235,2016-164,8,Ali-PAKDAMAN-22252,28, 13, IRAN, Right, Sabre ,Nicolas-LIMBACH-1754,33, None, GERMANY, Right, Sabre , D/6
19236,2016-164,8,Daryl-HOMER-14997,28, 16, USA, Right, Sabre ,Alexey-YAKIMENKO-5861,35, None, RUSSIA, Left, Sabre , D/9
19237,2016-164,8,Mojtaba-ABEDINI-4276,34, 20, IRAN, Right, Sabre ,Tiberiu-DOLNICEANU-13643,30, 27, ROMANIA, Right, Sabre , D/14
19238,2016-164,8,Andriy-YAGODKA-13709,30, 28, UKRAINE, Right, Sabre ,Nikolay-KOVALEV-5800,32, None, RUSSIA, Right, Sabre , V/15
19239,2016-164,4,Nicolas-LIMBACH-1754,33, None, GERMANY, Right, Sabre ,Alexey-YAKIMENKO-5861,35, None, RUSSIA, Left, Sabre , D/10
19240,2016-164,4,Tiberiu-DOLNICEANU-13643,30, 27, ROMANIA, Right, Sabre ,Andriy-YAGODKA-13709,30, 28, UKRAINE, Right, Sabre , V/15
19241,2016-164,2,Alexey-YAKIMENKO-5861,35, None, RUSSIA, Left, Sabre ,Tiberiu-DOLNICEANU-13643,30, 27, ROMANIA, Right, Sabre , V/15
19242,2016-467,32,Sofya-VELIKAYA-9993,33, 2, RUSSIA, Right, Sabre ,Sara-BALZER-29003,23, 127, FRANCE, Left, Sabre , V/15
19243,2016-467,32,Jiarui-QIAN-31279,26, 19, CHINA, Right, Sabre ,Seona-HWANG-16438,29, 41, KOREA, Right, Sabre , D/10
19244,2016-467,32,Tatiana-SUKHOVA-29190,24, None, RUSSIA, Right, Sabre ,Jisu-YOON-27302,25, 54, KOREA, Right, Sabre , V/15
19245,2016-467,32,Jiyeon-SEO-25157,25, 191, KOREA, Right, Sabre ,Dagmara-WOZNIAK-9199,30, 9, USA, Left, Sabre , V/15
19246,2016-467,32,Rossella-GREGORIO-15098,28, 12, ITALY, Left, Sabre ,Loreta-GULOTTA-9786,31, 48, ITALY, Right, Sabre , V/15
19247,2016-467,32,Siu_In_Jenny-HO-18733,27, None, HONG KONG, Left, Sabre ,Aleksandra-SOCHA-5471,36, 40, USA, Right, Sabre , D/1
19248,2016-467,32,Ibtihaj-MUHAMMAD-22258,33, None, USA, Right, Sabre ,Irene-VECCHI-12507,29, 23, ITALY, Right, Sabre , V/15
19249,2016-467,32,Laia-VILA-12963,28, 63, SPAIN, Right, Sabre ,Chen-SHEN-27545,28, None, CHINA, Right, Sabre , D/9
19250,2016-467,32,Mariel-ZAGUNIS-6783,33, 29, USA, Left, Sabre ,Sage-PALMEDO-27502,22, None, USA, Right, Sabre , V/15
19251,2016-467,32,Bogna-JOZWIAK-5379,35, 240, POLAND, Right, Sabre ,Vassiliki-VOUGIOUKA-3967,32, None, GREECE, Right, Foil , D/4
19252,2016-467,32,Olena-KRAVATSKA-19403,26, None, UKRAINE, Right, Sabre ,Cecilia-BERDER-15536,29, 4, FRANCE, Right, Sabre , V/15
19253,2016-467,32,Yana-EGORIAN-25208,25, 6, RUSSIA, Left, Sabre ,Olena-VORONINA-16021,28, 92, UKRAINE, Right, Sabre , V/15
19254,2016-467,32,Alina-KOMASHCHUK-21499,25, 18, UKRAINE, Right, Sabre ,Anna-MARTON-26354,23, 3, HUNGARY, Right, Sabre , V/15
19255,2016-467,32,Ekaterina-DYACHENKO-5767,31, None, RUSSIA, Right, Sabre ,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre , D/7
19256,2016-467,32,Sooyeon-CHOI-29536,28, 14, KOREA, Right, Sabre ,Olga-KHARLAN-13715,28, 1, UKRAINE, Right, Sabre , V/15
19257,2016-467,16,Sofya-VELIKAYA-9993,33, 2, RUSSIA, Right, Sabre ,Seona-HWANG-16438,29, 41, KOREA, Right, Sabre , V/15
19258,2016-467,16,Tatiana-SUKHOVA-29190,24, None, RUSSIA, Right, Sabre ,Jiyeon-SEO-25157,25, 191, KOREA, Right, Sabre , D/10
19259,2016-467,16,Rossella-GREGORIO-15098,28, 12, ITALY, Left, Sabre ,Aleksandra-SOCHA-5471,36, 40, USA, Right, Sabre , V/15
19260,2016-467,16,Ibtihaj-MUHAMMAD-22258,33, None, USA, Right, Sabre ,Chen-SHEN-27545,28, None, CHINA, Right, Sabre , D/8
19261,2016-467,16,Mariel-ZAGUNIS-6783,33, 29, USA, Left, Sabre ,Vassiliki-VOUGIOUKA-3967,32, None, GREECE, Right, Foil , V/15
19262,2016-467,16,Jiyeon-KIM-18881,30, 8, KOREA, Left, Sabre ,Olena-KRAVATSKA-19403,26, None, UKRAINE, Right, Sabre , V/15
19263,2016-467,16,Yana-EGORIAN-25208,25, 6, RUSSIA, Left, Sabre ,Alina-KOMASHCHUK-21499,25, 18, UKRAINE, Right, Sabre , D/13
19264,2016-467,16,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre ,Sooyeon-CHOI-29536,28, 14, KOREA, Right, Sabre , V/15
19265,2016-467,8,Sofya-VELIKAYA-9993,33, 2, RUSSIA, Right, Sabre ,Jiyeon-SEO-25157,25, 191, KOREA, Right, Sabre , D/10
19266,2016-467,8,Rossella-GREGORIO-15098,28, 12, ITALY, Left, Sabre ,Chen-SHEN-27545,28, None, CHINA, Right, Sabre , V/15
19267,2016-467,8,Mariel-ZAGUNIS-6783,33, 29, USA, Left, Sabre ,Jiyeon-KIM-18881,30, 8, KOREA, Left, Sabre , V/15
19268,2016-467,8,Alina-KOMASHCHUK-21499,25, 18, UKRAINE, Right, Sabre ,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre , D/14
19269,2016-467,4,Jiyeon-SEO-25157,25, 191, KOREA, Right, Sabre ,Rossella-GREGORIO-15098,28, 12, ITALY, Left, Sabre , V/15
19270,2016-467,4,Mariel-ZAGUNIS-6783,33, 29, USA, Left, Sabre ,Manon-BRUNET-30542,22, 11, FRANCE, Right, Sabre , V/15
19271,2016-467,2,Jiyeon-SEO-25157,25, 191, KOREA, Right, Sabre ,Mariel-ZAGUNIS-6783,33, 29, USA, Left, Sabre , D/8
19272,2016-3,32,Lior-SAADUN-34485,18, 417, ISRAEL, Left, Epée ,Natalia-OVERCHENKO-28648,22, None, RUSSIA, Right, Epée , D/12
19273,2016-3,32,Elizaveta-KONOPLEVA-36483,20, None, RUSSIA, Right, Epée ,Lisa-KUTOZOV-30785,20, None, ISRAEL, Right, Epée , V/15
19274,2016-3,32,Shira-ZLUF-34768,18, None, ISRAEL, Right, Epée ,Nataliya-STEPANYAN-29099,21, 593, UKRAINE, Right, Epée , D/8
19275,2016-3,32,Yana-BOTVINIK-34482,20, 141, ISRAEL, Right, Epée ,Sara_Polina-GANDELMAN-38962,19, None, ISRAEL, Right, None , V/15
19276,2016-3,32,Anna-DERKACH-33734,21, 737, UKRAINE, Left, Epée ,Kristina-SVISTUNOVA-35709,22, None, RUSSIA, Right, Epée , D/12
19277,2016-3,32,Augusta-SPANGER_RIES-31631,21, None, DENMARK, Right, Epée ,Marissa_Leigh-POSNER-38963,22, None, ISRAEL, Right, Epée , V/15
19278,2016-3,32,Arina-SKOLYSHEVA-31146,22, None, RUSSIA, Left, Epée ,Anastasia-SOLDATOVA-37864,19, 311, RUSSIA, Left, Epée , V/15
19279,2016-3,32,Daria-FILINA-31149,21, 642, RUSSIA, Left, Epée ,Nikol-PATRIC-34483,19, None, ISRAEL, Left, Epée , V/15
19280,2016-3,32,Elena-AZAROV_HIRSH-28991,21, 413, ISRAEL, Right, Epée ,Alla-KASHAEVA-35104,21, None, RUSSIA, Right, Epée , D/7
19281,2016-3,32,Fatima-ZHONKINA-35718,22, 623, RUSSIA, Right, Epée ,Louise_Norgil-DONSLUND-28166,20, None, DENMARK, Right, Epée , D/10
19282,2016-3,32,Dar-HECHT-34584,18, 90, ISRAEL, Right, Epée ,Kristina-YASINSKAYA-33673,20, 322, RUSSIA, Left, Epée , D/9
19283,2016-3,32,Nikol-GAVRIELKO-32568,19, 159, ISRAEL, Left, Epée ,Elizaveta-LIPATOVA-37360,20, None, RUSSIA, Right, Epée , V/15
19284,2016-3,16,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée ,Natalia-OVERCHENKO-28648,22, None, RUSSIA, Right, Epée , V/15
19285,2016-3,16,Elizaveta-KONOPLEVA-36483,20, None, RUSSIA, Right, Epée ,Nataliya-STEPANYAN-29099,21, 593, UKRAINE, Right, Epée , V/15
19286,2016-3,16,Yana-BOTVINIK-34482,20, 141, ISRAEL, Right, Epée ,Kristina-SVISTUNOVA-35709,22, None, RUSSIA, Right, Epée , D/14
19287,2016-3,16,Augusta-SPANGER_RIES-31631,21, None, DENMARK, Right, Epée ,Maria-OBRAZTSOVA-31989,22, 213, RUSSIA, Right, Epée , D/8
19288,2016-3,16,Vera_Maia_Devi-KANEVSKI-32570,19, 291, ISRAEL, Right, Epée ,Arina-SKOLYSHEVA-31146,22, None, RUSSIA, Left, Epée , D/10
19289,2016-3,16,Daria-FILINA-31149,21, 642, RUSSIA, Left, Epée ,Alla-KASHAEVA-35104,21, None, RUSSIA, Right, Epée , V/15
19290,2016-3,16,Louise_Norgil-DONSLUND-28166,20, None, DENMARK, Right, Epée ,Kristina-YASINSKAYA-33673,20, 322, RUSSIA, Left, Epée , D/4
19291,2016-3,16,Nikol-GAVRIELKO-32568,19, 159, ISRAEL, Left, Epée ,Dana-LONDON-28986,22, None, ISRAEL, Right, Epée , V/15
19292,2016-3,8,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée ,Elizaveta-KONOPLEVA-36483,20, None, RUSSIA, Right, Epée , V/15
19293,2016-3,8,Kristina-SVISTUNOVA-35709,22, None, RUSSIA, Right, Epée ,Maria-OBRAZTSOVA-31989,22, 213, RUSSIA, Right, Epée , D/13
19294,2016-3,8,Arina-SKOLYSHEVA-31146,22, None, RUSSIA, Left, Epée ,Daria-FILINA-31149,21, 642, RUSSIA, Left, Epée , D/11
19295,2016-3,8,Kristina-YASINSKAYA-33673,20, 322, RUSSIA, Left, Epée ,Nikol-GAVRIELKO-32568,19, 159, ISRAEL, Left, Epée , V/15
19296,2016-3,4,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée ,Maria-OBRAZTSOVA-31989,22, 213, RUSSIA, Right, Epée , V/15
19297,2016-3,4,Daria-FILINA-31149,21, 642, RUSSIA, Left, Epée ,Kristina-YASINSKAYA-33673,20, 322, RUSSIA, Left, Epée , D/7
19298,2016-3,2,Irina-OKHOTNIKOVA-35103,21, 134, RUSSIA, Right, Epée ,Kristina-YASINSKAYA-33673,20, 322, RUSSIA, Left, Epée , V/15
19299,2016-174,32,Florian-STAUB-17515,28, None, SWITZERLAND, Right, Epée ,Flurin-GAECHTER-30637,23, None, SWITZERLAND, Right, Epée , V/15
19300,2016-174,32,Clayde-KILO-35354,29, 666, FRANCE, Right, Epée ,Karol-KOSTKA-5397,32, 169, POLAND, Right, Epée , D/11
19301,2016-174,32,Bruce-BRUNOLD-23698,26, 139, SWITZERLAND, Left, Epée ,Georg-KUHN-22346,26, 263, SWITZERLAND, Right, Epée , V/15
19302,2016-174,32,Karol-BUDEK-33783,22, None, POLAND, Right, Epée ,Andrea-BAROGLIO-15804,31, None, ITALY, Right, Epée , D/9
19303,2016-174,32,Dmitrij-MARCHUKOV-38739,22, None, SWITZERLAND, Right, Epée ,Alexander-KORLATH-23572,25, 980, AUSTRIA, Right, Epée , V/15
19304,2016-174,32,Sebastien-FONTANNAZ-28791,26, 848, SWITZERLAND, Right, Epée ,Edoardo-VICHI-34578,23, None, ITALY, Right, Epée , D/6
19305,2016-174,32,Robin-GREMION-26946,24, None, SWITZERLAND, Right, Epée ,Federico-VOLPI-38912,20, None, ITALY, Right, Epée , D/14
19306,2016-174,32,Clement-METRAILLER-33651,21, 310, SWITZERLAND, Right, Epée ,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée , D/8
19307,2016-174,32,Flavio-GIANNOTTE-28816,23, 183, LUXEMBOURG, Right, Epée ,Massimiliano-BERTOLAZZI-14045,31, None, ITALY, Left, Epée , D/12
19308,2016-174,32,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée ,Giacomo-PARAVICINI-15137,29, None, SWITZERLAND, Right, Epée , V/11
19309,2016-174,32,Philippe-OBERSON-22339,26, 678, SWITZERLAND, Left, Epée ,Alexis-BAYARD-27993,22, 70, SWITZERLAND, Left, Epée , V/15
19310,2016-174,32,Bernardo-DELARUE_BIZZINI-28133,25, 371, BRAZIL, Right, Epée ,Michael-KAUTER-6023,39, None, SWITZERLAND, Right, Epée , D/14
19311,2016-174,32,Lucas-MALCOTTI-28000,24, 115, SWITZERLAND, Right, Epée ,Frederik-WEBER-31929,21, 383, SWITZERLAND, Right, Epée , V/15
19312,2016-174,32,Louis-BOURGEOIS-23392,25, None, SWITZERLAND, Left, Epée ,Peer-BORSKY-20599,28, None, SWITZERLAND, Right, Epée , D/10
19313,2016-174,32,Steeven-SELOI-31886,23, None, FRANCE, Right, Epée ,Julien-GRANET-26767,26, 437, FRANCE, Right, Epée , V/15
19314,2016-174,32,Luca-SPONGA-22345,27, 412, SWITZERLAND, Right, Epée ,John_Edison-RODRIGUEZ-21208,27, 41, COLOMBIA, Left, Epée , D/5
19315,2016-174,16,Florian-STAUB-17515,28, None, SWITZERLAND, Right, Epée ,Karol-KOSTKA-5397,32, 169, POLAND, Right, Epée , V/15
19316,2016-174,16,Bruce-BRUNOLD-23698,26, 139, SWITZERLAND, Left, Epée ,Andrea-BAROGLIO-15804,31, None, ITALY, Right, Epée , D/10
19317,2016-174,16,Dmitrij-MARCHUKOV-38739,22, None, SWITZERLAND, Right, Epée ,Edoardo-VICHI-34578,23, None, ITALY, Right, Epée , V/15
19318,2016-174,16,Federico-VOLPI-38912,20, None, ITALY, Right, Epée ,Fabian-KAUTER-6022,33, 225, SWITZERLAND, Right, Epée , D/10
19319,2016-174,16,Massimiliano-BERTOLAZZI-14045,31, None, ITALY, Left, Epée ,Ronan-GUSTIN-23021,31, 31, FRANCE, Right, Epée , D/14
